"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1993946207157432590","Fri Nov 28 06:26:12 +0000 2025","0","@CommuterLine satu lagi.. Tolong di trainee dengan benar itu security pada ga bisa kerja kok lolos jadi security.. Security kan petugas.. Harus tegas.. Bukan galak ya.. Tapi tegas.. Sering banget gue liat di gate prioritas buat nyebrang di stasiun sudimara.. Securitynya ga bisa kerja.. Ga adil","1994291717231792578","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1994291717231792578","1594281059424030721",
"1995505440642523447","Mon Dec 01 14:49:06 +0000 2025","0","@CommuterLine min tolong security di area taman stasiun tnh abang di perbanyak dong trs aktif muter bru aja temen hp saya dicopet saya dan tmen udh teriak2 mnta tolong untuk geledah tas tapi gak ada yg mau bantu bahkan pegawai busway jg gak mau nolongin karna bukan ranah dia","1995505440642523447","","CommuterLine","in","","0","2","0","https://x.com/undefined/status/1995505440642523447","370559375",
"1993522985731604640","Thu Nov 27 00:20:40 +0000 2025","3701","@CommuterLine Sorry min cara kerja HR KAI grup dalam memecat pegawai sungguh aneh. Cuma karena (takut) viral terus bisa mecat pegawai seenaknya. Analisa HR kalian buat memecat seorang pegawai sungguh dangkal. KAI punya standar tinggi ngerekrut pegawai HR internal dari kampus akreditasi A ","1993837342583640238","","CommuterLine","in","","27","47","822","https://x.com/undefined/status/1993837342583640238","1617441699613270016",
"1989762867982475727","Sun Nov 16 02:43:58 +0000 2025","22","@CommuterLine Masalahnya asap rokoknya masuk ke gerbong dan pintu tidak boleh ditutup oleh petugas ya terus gunanya apa. Disitu banyak anak-anak kecil loh. Berarti peron 3 boleh ngerokok? Kalau 1 dan 2 gaboleh gitu? Orgnya abis ngerokok itu lgsg bau krn dibawa masuk lg nempel di baju kocaggg","1989887136146112640","","CommuterLine","in","","1","2","0","https://x.com/undefined/status/1989887136146112640","1496438463511490561",
"2005680505174515789","Mon Dec 29 18:16:30 +0000 2025","0","@CommuterLine izin tanya. apakah petugas atau siapaun menemukan cardholder warna abu bertulisan (d0g). dalamnya ada - bpjs - foto saya sm pasangan - emoney setelah saya tap di sudirman abis itu saya cas di tengah peron arah cikarang dekat penyebrangan lalu saya naik kereta arah cikarang-","2005704497042276688","","CommuterLine","in","","0","2","0","https://x.com/undefined/status/2005704497042276688","1526908988993916928",
"1996572675762770082","Thu Dec 04 14:12:06 +0000 2025","0","@CommuterLine Ga ah ntar petugas nya lu pecat lagi. Terus jadi viral. Mending benerin aja SOP nya","1996583292167135267","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1996583292167135267","77468874",
"1968909958965076271","Fri Sep 19 05:28:09 +0000 2025","0","@CommuterLine min hari ini saya mau naik kereta bias. Sudah tiba di stasiun 30 menit sebelumnya. Kebetulan saya bawa kucing karena di rumah gak ada orang. Tapi kata petugas gak boleh bawa hewan. Akhirnya saya cancel keberangkatan padahal dah beli tiket. Mana gak bisa refund","1968909958965076271","","CommuterLine","in","","0","2","0","https://x.com/undefined/status/1968909958965076271","982634294207066112",
"1993522985731604640","Thu Nov 27 02:08:04 +0000 2025","0","@CommuterLine respect buat pelayanan KAI tapi lost respect karena main pecat pegawai ","1993864371181900016","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1993864371181900016","1445443768459546637",
"1985293706203910294","Mon Nov 03 10:31:19 +0000 2025","0","@CommuterLine Ini kenapa sih tangga peron 3 &amp; 4 petugas jaga cuma 1 di jam sibuk? Harusnya ada min. 2 org utk atur flow naik turun penumpang transit. Kami yg mau ke bekasi/ckg selalu ketinggalan kereta krn susah turun peron krn dikuasain pnp yg mau naik. Plis jgn cuma iya2!! https://t.co/ZYWjIkjcYL","1985293706203910294","https://pbs.twimg.com/media/G40uFigbMAAFF7t.jpg","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1985293706203910294","206148932",
"1993814269356593574","Thu Nov 27 03:52:19 +0000 2025","0","@CommuterLine coba klarifikasi petugasnya dipecat beneran hanya karena tumbler 300rb atau ada kesalahan lain yg emang dilanggar sama petugas ybs??","1993890605131551084","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1993890605131551084","1267593414381432832",
