"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1995505440642523447","Mon Dec 01 14:49:06 +0000 2025","0","@CommuterLine min tolong security di area taman stasiun tnh abang di perbanyak dong trs aktif muter bru aja temen hp saya dicopet saya dan tmen udh teriak2 mnta tolong untuk geledah tas tapi gak ada yg mau bantu bahkan pegawai busway jg gak mau nolongin karna bukan ranah dia","1995505440642523447","","CommuterLine","in","","0","2","0","https://x.com/undefined/status/1995505440642523447","370559375",
"1993946207157432590","Thu Nov 27 08:00:27 +0000 2025","62","@CommuterLine Inget min ybs jika memang disalahkan walaupun tidak terbukti bersalah siap bertanggung jawab apalagi ini hanya kasus barang ketinggalan bukan murni pencurian","1993953050634146225","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1993953050634146225","1720523563168624642",
"1993814269356593574","Thu Nov 27 05:26:15 +0000 2025","0","@CommuterLine HALAH PRETTT TAPI LO PECAT KARYAWAN TUH PADAHAL DIA BUKAN MALING","1993914244358918612","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1993914244358918612","1673943030326530048",
"1942586770128031874","Tue Jul 08 14:09:12 +0000 2025","1","@CommuterLine Hati2 ya ni copet beraksi sekitaran mesjid Istiqlal-stasiun juanda gw hampir jatuh naik JPO Juanda krn berasa ada yg narik tas gw tangannya dia berhasil masuk ke resleting depan tas ransel gw (*bertatto) https://t.co/0d1BJsk4Q4","1942586770128031874","https://pbs.twimg.com/media/GvV0XPIWAAAheIk.jpg","CommuterLine","in","","0","1","2","https://x.com/undefined/status/1942586770128031874","1191282969635217408",
"1994387839296127455","Sat Nov 29 06:51:17 +0000 2025","8","@CommuterLine Pansi min. SOP bertele2. Kalo kelen bisa komunikasi dgn yg di kereta satset pasti ketemu tuh barang. Wong kereta baru berangkat dr stasiun. Kalopun di bagasi sudah gada krn dicuri kelen bisa cari ke setiap gerbong. Pasti ketemu selama kereta blm smpai st berikutnya","1994660418728726537","","CommuterLine","in","","1","0","0","https://x.com/undefined/status/1994660418728726537","824914361181278209",
"1971606941194727617","Fri Sep 26 16:05:00 +0000 2025","0","@CommuterLine selamat malam min saya ijin melaporkan bahwa saya mengalami pencurian handphone merk Realme C33 dengan casing hitam di Stasiun Jatinegara pada hari ini tgl 26 Sept 2025 sekitar jam 08.45 s/d 09.00 WIB pagi tadi kira kira bisa dibantu dicek tidak min??","1971606941194727617","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1971606941194727617","1610175829912481792",
"1993522985731604640","Thu Nov 27 03:03:56 +0000 2025","0","@CommuterLine kalau ada barang ketinggalan mendingan bodo amat daripada dituduh maling","1993878429993980094","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1993878429993980094","489137471",
"1993946207157432590","Fri Nov 28 07:02:34 +0000 2025","0","@CommuterLine terus jadinya pelaku yang ambil tumblrnya siapa @CommuterLine ? masa iya kalian ga bisa buka CCTV nya wkwk jelas loh di awal pkd foto tumblr nya ada kalian lebih milih pecat orang dari pada buka cctv? bukan masalah harga tumblr nya tapi ada maling di instansi kalian wk argi ga","1994300869529985381","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1994300869529985381","1208091345753010176",
"1993946207157432590","Thu Nov 27 08:56:48 +0000 2025","0","@CommuterLine Gimana jika logo @CommuterLine di ganti dg logo tumbrel?","1993967228350308733","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1993967228350308733","1149686276414570497",
"1993814269356593574","Thu Nov 27 18:37:57 +0000 2025","0","@CommuterLine Anak saya pernah kecopetan Laptop Kantor seharga 30 juta di Line Jakarta Kota tapi Qodarullah tidak diminta ganti rugi oleh kantornya","1994113483332571188","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1994113483332571188","3270404358",
"1892899121318797437","Sat Feb 22 01:42:29 +0000 2025","1","@CommuterLine Bohong bgt orang 3x ketinggalan barang langsung dm kalian bilangnya ga ditemukan. Kalo males nyari gausah banyak alasan. Siapa coba orang yg mau maling jas hujan sm kotak bekal","1893114102551314776","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1893114102551314776","1064185183211900928",
"1993946207157432590","Sun Nov 30 05:57:43 +0000 2025","0","@CommuterLine Ya malingnya udah ketangkep belum? Ternyata bukan soal tumbler aja nih beberapa laporan kehilangan atau selisih barang yg ditemukan sama dikembalikan lost and found. Apakah mau dianggap sarang maling?","1995009327741215175","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1995009327741215175","2836971307",
"1993522985731604640","Thu Nov 27 03:13:34 +0000 2025","0","@CommuterLine gamau lapor ah nnt disangka maling sm pemilik asli pas tau barangnya ga lengkap","1993880852846268814","","CommuterLine","in","","0","0","0","https://x.com/undefined/status/1993880852846268814","1889914516223438848",
"1947994511550058715","Wed Jul 23 12:17:38 +0000 2025","0","@CommuterLine yg bener aja sepatu tmen gw di st. Cilebut bisa ilang CCTV mati pula gimana sih kok bisa CCTV mati? enak bgt tuh maling beraksi 2 sepatu loh ilang temen gw sm bpknya balik nyeker balik kantor capek malah diginiin do better lah gila kali https://t.co/JevXRPfriD","1947994511550058715","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1947994511550058715","998140604641984512",
"1989293248888926335","Fri Nov 14 11:24:04 +0000 2025","0","@CommuterLine @KAI121 min temen saya kehilangan helm udh lapor lengkap jelas jadwal jenis kereta jam tempat duduk foto bendanya literally lengkap tapi kok bisa gak ketemu ya? Kok bisa kaya gtu? Apakah ada pencurian di kereta? Tolong min arahannya","1989293248888926335","","CommuterLine","in","","0","1","0","https://x.com/undefined/status/1989293248888926335","1588755485167001600",
